iter	Logloss
254	0.5162125244
255	0.5160183105
256	0.5157773437
257	0.5154550781
258	0.5150479126
259	0.5148579102
260	0.5142371826
261	0.5139765625
262	0.5138408203
263	0.5134703369
264	0.513119873
265	0.5129223633
266	0.5126713867
267	0.5123197021
268	0.5121159668
269	0.5117769775
270	0.5116331787
271	0.5112194824
272	0.5108403931
273	0.510244873
274	0.5098406372
275	0.5095877686
276	0.5092911987
277	0.5089352112
278	0.5087397461
279	0.5085826416
280	0.5080932922
281	0.5077911377
282	0.5074758301
283	0.5070760803
284	0.5068467102
285	0.5063940125
286	0.5060737
287	0.5056741943
288	0.5054570618
289	0.5050137939
290	0.5048339233
291	0.5046511841
292	0.5043682251
293	0.504130249
294	0.5038387146
295	0.5035021973
296	0.5031183472
297	0.5029002991
298	0.5025608215
299	0.502204895
300	0.501618988
301	0.5012890625
302	0.5010761108
303	0.5007977295
304	0.5005097656
305	0.5002311096
306	0.4999465942
307	0.4995157166
308	0.499269165
309	0.4990198364
310	0.4985941162
311	0.4984890137
312	0.4983204346
313	0.4980785217
314	0.4978359375
315	0.497703064
316	0.4971971436
317	0.4970556641
318	0.4965916138
319	0.4961303101
320	0.495826355
321	0.495522644
322	0.495215332
323	0.494777832
324	0.4944390259
325	0.4942700195
326	0.4940346069
327	0.4937846069
328	0.4935590515
329	0.4933685608
330	0.4929765625
331	0.4926036072
332	0.4923025208
333	0.491947937
334	0.4915271606
335	0.491105835
336	0.490633606
337	0.490247345
338	0.4900891418
339	0.4896992187
340	0.4893932495
341	0.4892966309
342	0.489026123
343	0.4888697815
344	0.4886378479
345	0.4884290161
346	0.4882163696
347	0.4880545044
348	0.487710144
349	0.4874765625
350	0.4873224487
351	0.4869890747
352	0.4868371887
353	0.4865812988
354	0.4862477417
355	0.4858447876
356	0.4856708679
357	0.4853466797
358	0.4851155701
359	0.4848904419
360	0.4845878906
361	0.4845096436
362	0.4841998596
363	0.4838171997
364	0.4835492859
365	0.4832477417
366	0.4830508728
367	0.4829206848
368	0.4824645386
369	0.4821657104
370	0.4817645874
371	0.4815635986
372	0.4811427307
373	0.4808509521
374	0.4806066284
375	0.4803937073
376	0.4802139282
377	0.4798917847
378	0.4796387329
379	0.4793183594
380	0.4790324707
381	0.4789364014
382	0.4788482361
383	0.4787328796
384	0.4783806458
385	0.4782678223
386	0.4780991211
387	0.4777272339
388	0.4775531006
389	0.4771755371
390	0.4770895691
391	0.4767694702
392	0.4764095459
393	0.4760930176
394	0.4758657227
395	0.4756314087
396	0.4753760376
397	0.4752547913
398	0.475109375
399	0.4748929443
400	0.4745979004
401	0.4743389587
402	0.4738840332
403	0.473561615
404	0.4732936096
405	0.4731134033
406	0.4729604492
407	0.4726855469
408	0.4723907471
409	0.4721957397
410	0.4719681091
411	0.471693573
412	0.4715188293
413	0.4712005615
414	0.4710379028
415	0.4709031982
416	0.4706524048
417	0.4704231567
418	0.4701256714
419	0.4698285828
420	0.4697449951
421	0.4692271729
422	0.469052002
423	0.4688948059
424	0.4686608276
425	0.4685078735
426	0.4681800537
427	0.4680492554
428	0.4677919922
429	0.4675772705
430	0.4672052612
431	0.4669067688
432	0.4666679077
433	0.466489502
434	0.4661569214
435	0.4659701843
436	0.465740448
437	0.4655729675
438	0.4655004272
439	0.4652290039
440	0.4649963379
441	0.4647457275
442	0.4644889526
443	0.4642409363
444	0.4638043213
445	0.4636676941
446	0.4636020203
447	0.4631416016
448	0.4627329712
449	0.4625455933
450	0.4623731079
451	0.4619108276
452	0.4615913696
453	0.4613393555
454	0.4609454956
455	0.4607811279
456	0.4606711426
457	0.4602669067
458	0.4600221252
459	0.4598246155
460	0.4593555298
461	0.458993103
462	0.4588855286
463	0.4587564087
464	0.4586744995
465	0.4585149231
466	0.4582484131
467	0.4581154175
468	0.4579265442
469	0.4575784607
470	0.4573414612
471	0.4570615845
472	0.4568953857
473	0.4567063293
474	0.4565155334
475	0.4562713928
476	0.4559584045
477	0.4556944885
478	0.4553994751
479	0.4551647949
480	0.4549817505
481	0.4546801453
482	0.4545897522
483	0.4543448792
484	0.4541974182
485	0.4539880371
486	0.4535726318
487	0.4533338013
488	0.4531710815
489	0.4530316467
490	0.452795105
491	0.4524816895
492	0.4520157776
493	0.4518041382
494	0.4516525269
495	0.4514602661
496	0.451100769
497	0.450973938
498	0.4504931641
499	0.450309021
500	0.4500686035
501	0.4497839661
502	0.4496697388
503	0.4493424072
504	0.4490783691
505	0.448953125
506	0.4486029053
507	0.4482852783
508	0.4480961304
509	0.4478359375
510	0.4476249084
511	0.4474498291
512	0.4472243958
513	0.4469138794
514	0.4468072815
515	0.4465396423
516	0.4463196716
517	0.446036438
518	0.4457546997
519	0.4456832581
520	0.4455120239
521	0.4453549194
522	0.445093811
523	0.4447501526
524	0.4443556519
525	0.4442557068
526	0.4439903259
527	0.4437434692
528	0.4435201416
529	0.4432348633
530	0.4430995789
531	0.4428403625
532	0.4427577209
533	0.4424847107
534	0.4421690979
535	0.4419164429
536	0.4417646179
537	0.4414231262
538	0.4413149719
539	0.4410603333
540	0.4408436279
541	0.4406713867
542	0.4403743591
543	0.4401360474
544	0.4398427124
545	0.4396379395
546	0.4394006958
547	0.4390961304
548	0.4388811035
549	0.4387192993
550	0.4385584717
551	0.4383184204
552	0.4380968018
553	0.4378375244
554	0.4376214905
555	0.437406311
556	0.4372583313
557	0.4369303589
558	0.4367936707
559	0.4366479797
560	0.4363590088
561	0.4360960693
562	0.4359442139
563	0.4357574768
564	0.4353616333
565	0.4352095947
566	0.4346801758
567	0.4345016174
568	0.4342208252
569	0.4340561523
570	0.433774292
571	0.4334629517
572	0.4332692871
573	0.4330044861
574	0.4328015137
575	0.432491272
576	0.4323134766
577	0.4320166626
578	0.4318919373
579	0.4314768677
580	0.43131073
581	0.4309750977
582	0.4305823669
583	0.43040448
584	0.4302195435
585	0.4299986572
586	0.4298573914
587	0.4294904175
588	0.4291799927
589	0.4288446655
590	0.4287274475
591	0.4285708618
592	0.4282884216
593	0.4281301575
594	0.4276325684
595	0.4274993286
596	0.4273912964
597	0.4272932129
598	0.4270163269
599	0.4266908875
600	0.4265161743
601	0.4262299805
602	0.4259368896
603	0.4256812744
604	0.4255131226
605	0.4252314453
606	0.4251273193
607	0.4246864014
608	0.4245891724
609	0.4242528687
610	0.4241878052
611	0.4238746338
612	0.4237091675
613	0.423382019
614	0.4231312256
615	0.4230971985
616	0.4227622375
617	0.4226082764
618	0.422210144
619	0.4221248169
620	0.4219812012
621	0.421835022
622	0.4216608276
623	0.421395752
624	0.4211697998
625	0.4207267151
626	0.4204778748
627	0.4203838501
628	0.4201824341
629	0.4198817139
630	0.4197571411
631	0.4194539795
632	0.4191212158
633	0.4188148499
634	0.4187270203
635	0.4183398437
636	0.4182289429
637	0.4178558655
638	0.4177514648
639	0.4176732483
640	0.4173564453
641	0.4171771545
642	0.4168021851
643	0.4165736084
644	0.4164534302
645	0.4162713928
646	0.4161416931
647	0.4160300293
648	0.4157884216
649	0.415359375
650	0.4151907654
651	0.4150186768
652	0.4149102173
653	0.4146900024
654	0.4145458984
655	0.4141234131
656	0.4139988098
657	0.4136071777
658	0.4134686279
659	0.4134169617
660	0.4132945862
661	0.4129450989
662	0.4127025757
663	0.4124786987
664	0.4122024841
665	0.4121170654
666	0.4120260315
667	0.4116652222
668	0.4115128174
669	0.4114003906
670	0.4112121887
671	0.4108656616
672	0.4106026001
673	0.4104783936
674	0.4102984924
675	0.4100817871
676	0.4098621826
677	0.4093453369
678	0.4092160645
679	0.4091523743
680	0.4089533081
681	0.408757782
682	0.4087274475
683	0.4086209717
684	0.4083098755
685	0.4080513611
686	0.4078674316
687	0.4076027832
688	0.4074569397
689	0.4073746948
690	0.4071699829
691	0.4068945923
692	0.4066286926
693	0.406383606
694	0.4061541138
695	0.4060510254
696	0.4057532959
697	0.4054405212
698	0.4051886597
699	0.4047820435
700	0.4046541748
701	0.4045149841
702	0.4043747864
703	0.4041318665
704	0.4038575134
705	0.4035638733
706	0.4034483643
707	0.4032558899
708	0.4030983582
709	0.4029091187
710	0.4027245483
711	0.4025117798
712	0.4023898926
713	0.4021105042
714	0.4019012451
715	0.4016019592
716	0.4013452759
717	0.4009373779
718	0.4008135986
719	0.4004442749
720	0.4001978149
721	0.39987323
722	0.3996514893
723	0.3994759827
724	0.3992738647
725	0.3989499207
726	0.3986789551
727	0.3984278564
728	0.3981565857
729	0.3978895264
730	0.3976310425
731	0.3975156555
732	0.3970675964
733	0.3967918091
734	0.3965707397
735	0.3962447205
736	0.3958554077
737	0.3957241821
738	0.3955269775
739	0.3954683228
740	0.3953668823
741	0.395161499
742	0.3950488281
743	0.3947845764
744	0.3944574585
745	0.394219574
746	0.3940796509
747	0.3939188232
748	0.3934736328
749	0.3933435059
750	0.3932845459
751	0.3930136719
752	0.3926444092
753	0.392447937
754	0.3921336975
755	0.3918653564
756	0.3917513733
757	0.3914656067
758	0.3912322388
759	0.3910762024
760	0.3910016785
761	0.390690918
762	0.3904795227
763	0.3900918579
764	0.389875
765	0.3894039917
766	0.3890146484
767	0.3886617432
768	0.3885489502
769	0.3884140015
770	0.3881876221
771	0.3878695984
772	0.3877810974
773	0.3877009888
774	0.3875505066
775	0.387299469
776	0.3870313721
777	0.3869074707
778	0.3866547546
779	0.3864317322
780	0.3860521851
781	0.385901001
782	0.3854876709
783	0.3853584595
784	0.3852666321
785	0.3849404602
786	0.3848156128
787	0.3846315918
788	0.3844393921
789	0.3840676575
790	0.3836734619
791	0.3832841797
792	0.3829503174
793	0.382656311
794	0.3823554077
795	0.3820198059
796	0.3818099976
797	0.3816567993
798	0.3813568115
799	0.3810550537
800	0.3807246094
801	0.380576355
802	0.3801838379
803	0.3797655029
804	0.3796980896
805	0.3796100159
806	0.3793522644
807	0.3789515076
808	0.378652771
809	0.3784934082
810	0.3781679077
811	0.3779281006
812	0.3777833252
813	0.3776062927
814	0.3772495117
815	0.37709552
816	0.3767976685
817	0.3766408081
818	0.3763339539
819	0.3759818726
820	0.3757052612
821	0.3754124146
822	0.3752571411
823	0.3749561157
824	0.3745754395
825	0.3745018311
826	0.3742538147
827	0.3739596558
828	0.3736951904
829	0.373559021
830	0.373408844
831	0.3731588135
832	0.372926239
833	0.3726018372
834	0.3723420105
835	0.3722299194
836	0.3719786987
837	0.3718666992
838	0.3715898437
839	0.3714055176
840	0.3713315735
841	0.3710134277
842	0.3706769409
843	0.3704775391
844	0.3704188843
845	0.3701003418
846	0.3700331421
847	0.3694857788
848	0.3691663208
849	0.3689099426
850	0.3686124573
851	0.3682432861
852	0.3680305786
853	0.3679024963
854	0.3677631531
855	0.3676431274
856	0.3674342957
857	0.3671700134
858	0.3668629761
859	0.366531311
860	0.3660969238
861	0.3657528381
862	0.3654845886
863	0.3652180786
864	0.3651523132
865	0.3647831421
866	0.3645248718
867	0.36405896
868	0.363769104
869	0.3635334473
870	0.3634009705
871	0.3629597168
872	0.3627197266
873	0.3625174866
874	0.3621958008
875	0.3619901733
876	0.3618134155
877	0.3614909668
878	0.3611036987
879	0.3606706848
880	0.3603127136
881	0.3602164307
882	0.3598869324
883	0.359587738
884	0.3594069519
885	0.3592193298
886	0.3589818115
887	0.3588038635
888	0.3586741638
889	0.3584938354
890	0.3582494507
891	0.3580351562
892	0.357834198
893	0.3576703186
894	0.3575444946
895	0.3574775391
896	0.3572648315
897	0.3571309814
898	0.357068634
899	0.3566210327
900	0.356413147
901	0.356339447
902	0.3561177368
903	0.3559447632
904	0.3557683105
905	0.3556303101
906	0.3553404846
907	0.3552324829
908	0.3550698853
909	0.354817688
910	0.3547592468
911	0.3545715942
912	0.3544403687
913	0.3539631348
914	0.3537133179
915	0.3535794067
916	0.353412323
917	0.3531545105
918	0.352773468
919	0.3527217712
920	0.3524797363
921	0.352355896
922	0.3521235962
923	0.3519205933
924	0.3518414001
925	0.3515856323
926	0.3514656372
927	0.3511225891
928	0.350822113
929	0.3506988831
930	0.3506079407
931	0.3503010254
932	0.3500251465
933	0.3498848267
934	0.34974823
935	0.3496083374
936	0.3492676697
937	0.3491179199
938	0.3490614624
939	0.3488288574
940	0.348629425
941	0.3485128174
942	0.3480799561
943	0.3479851685
944	0.3477709351
945	0.347459198
946	0.3471579895
947	0.3470383301
948	0.3469899292
949	0.3469390259
950	0.3467660522
951	0.3464682007
952	0.3461364746
953	0.346057251
954	0.3457190552
955	0.3455446777
956	0.3452596741
957	0.3451225281
958	0.3447677612
959	0.3445310669
960	0.344322998
961	0.3440606079
962	0.3439610291
963	0.3435484314
964	0.3434810791
965	0.343448761
966	0.3432733154
967	0.3430224609
968	0.3429727478
969	0.3428432617
970	0.3425811768
971	0.3425240173
972	0.3422644348
973	0.3419711304
974	0.3419045105
975	0.3417062378
976	0.3416031799
977	0.3415755615
978	0.341336853
979	0.3410805054
980	0.3408388062
981	0.340815918
982	0.3406085815
983	0.3403545837
984	0.3402994995
985	0.3398366089
986	0.3397434082
987	0.3395453491
988	0.3393745422
989	0.3392947998
990	0.3392688293
991	0.338965332
992	0.3388553162
993	0.3385592651
994	0.3384179077
995	0.3382462769
996	0.3380495911
997	0.3376340027
998	0.3373748169
999	0.3371402893
